PROTID	PROTLEN	0	0	0	1	1	1	1
m.1	362	0	0	0	0.5	0	0	1
m.1000	214	28.6666666666667	29.5	12	27	13.5	11	8
m.10007	400	0	0	0.5	0	0	0	1
m.10009	206	3	3	0	2	0.5	0	0
m.10015	205	5.33333333333333	5.5	3	6	3.5	3.5	2
m.1002	498	0.333333333333333	1	0	0	0	0	0
m.10038	212	3	3.5	0	1	0	0	0
m.1005	498	11.6666666666667	12.5	5	15	4.5	1.5	1.5
m.10054	107	0	0	0	0	0	0	0.5
m.10055	770	0.333333333333333	1	0	0.5	0	0.5	0
m.10061	510	3.66666666666667	2	0	4.5	2	0	0
m.1007	159	1.66666666666667	0.5	1	1	0.5	0	0
m.10071	163	0	0	1	0	0	2	0
m.10080	526	17	14	5	16.5	16	6.5	6
m.10093	673	1	1	1.5	0.5	0.5	0.5	1
m.10110	697	0	0.5	0	0	0	0	0
m.10111	222	0.333333333333333	2	0	2	0	0	0
m.1013	969	1.33333333333333	2.5	0	0	0	0	1
m.10132	182	1.33333333333333	2	1	1	1	0	1.5
m.10135	467	3.66666666666667	4	2.5	3.5	1.5	0.5	1
m.10138	474	1.66666666666667	1	1.5	3	0.5	1	0
m.10139	271	0	1	0	0	0	0	0
m.10146	361	1.66666666666667	0.5	0	1.5	0.5	0	0
m.10164	157	0.333333333333333	0	0	0.5	0	0	0
m.10183	616	0.666666666666667	0	0.5	1	0	0	0
m.10194	572	19.3333333333333	15.5	20	18.5	9	11	8
m.10196	145	0	0	0.5	0	0	0	0
m.10199	219	7	8.5	6	7	6	5	3
m.1020	1917	0	0	0.5	0.5	0	0	0
m.10205	893	0	0.5	0	0	0.5	0	0
m.10208	402	0	0	0	0	0	0	0.5
m.10216	265	0	0	0.5	0	0	0	0
m.10239	279	1	2	0	1.5	0	0	0
m.10242	534	0	0	1	0	0	1	0
m.10254	141	1.66666666666667	2	0	0	0	0	0
m.10260	232	0	0.5	0.5	0	0	0	0.5
m.10264	203	0.333333333333333	0.5	0.5	0	0.5	0	0
m.1027	157	1	2	0	1.5	1	0	0
m.10289	705	0	0	1.5	0.5	0	0.5	0
m.10304	278	4.33333333333333	3.5	0.5	3	4.5	1	0.5
m.10324	680	4.33333333333333	4	4.5	2	0	2	2
m.10327	1122	2.33333333333333	2	1	1.5	0.5	1.5	0
m.10342	512	1	0	0	0	0	0	0
m.10346	250	2.33333333333333	2.5	1	0	0.5	0	0.5
m.1036	1192	1.33333333333333	1	0.5	2	0.5	0	0
m.10360	636	1	2	0	1	1	0	0
m.10378	725	2	2.5	4	1.5	0	2	4
m.1038	113	4.66666666666667	4	2	4.5	3	3.5	1
m.10387	484	6.33333333333333	5.5	3	6.5	3	4	0.5
m.104	1674	66.3333333333333	65	31	63.5	24	38	20
m.1041	396	5	5.5	1.5	3	1	1	1
m.1042	331	3	3.5	0	3.5	1.5	0.5	0
m.1044	836	0.333333333333333	0.5	0.5	0	0	0.5	0
m.10457	752	0	0	1	1	0	0	0
m.10463	220	0	0.5	0	0	1	0	0.5
m.10465	188	0	0	0	0	0	1.5	1
m.10468	320	8	9.5	4.5	10.5	2.5	4	3
m.10469	238	0	0	0	1	0	0	0
m.10472	547	5.33333333333333	7.5	3.5	4	5.5	1	3.5
m.10484	222	1	1	1	1	0	0.5	0
m.10496	298	9	11.5	6.5	9.5	3	3.5	3
m.10499	214	1.66666666666667	3.5	0.5	1.5	0	0.5	0
m.10517	796	1	0.5	0	1	0	0	0
m.1054	285	8.33333333333333	9.5	9	7	4.5	4.5	2
m.10547	1648	0	0	0.5	0	0	0.5	0
m.10557	131	0	0	0.5	0	0	1	0.5
m.10558	176	1	3	0.5	3	0	0	1
m.10560	427	9.33333333333333	10.5	9	6.5	6.5	8.5	10.5
m.10567	295	1	1	1	0	0	1	0
m.10575	652	1.33333333333333	1.5	1	1.5	0.5	1	0
m.10586	414	0.333333333333333	1.5	0	1	0	0	0
m.10597	345	0	0	0.5	1	0	0	1
m.1060	147	2.33333333333333	3.5	2	2	1	0	2.5
m.10603	487	0.333333333333333	1	1	0	0	1	0.5
m.10605	698	4	5.5	3	3	1.5	2	1
m.10621	420	3.66666666666667	3.5	3	4	3	4	0
m.10645	257	0	0	2	0	0	1	0.5
m.10669	322	0	0.5	0	0	0	0	0
m.1069	424	2.66666666666667	3.5	2.5	4.5	3	2.5	0.5
m.10693	451	1.33333333333333	3.5	0.5	0.5	0.5	0	1
m.107	99	8.66666666666667	9	4.5	6.5	2	2	2
m.10713	218	10.3333333333333	10.5	5	7	6	3	4
m.10714	429	7.66666666666667	10	9	8.5	3	4	4
m.10723	443	2.66666666666667	2	2.5	2.5	0	1.5	1.5
m.10726	1630	2.66666666666667	2.5	2.5	3.5	0.5	1	1
m.1073	371	3.66666666666667	4.5	1	2.5	0.5	0.5	1.5
m.1074	292	0.666666666666667	1	1.5	0.5	0	0.5	0.5
m.10744	282	6.33333333333333	9	3.5	4.5	1.5	3	3
m.10756	2004	0	0	0.5	0	0	0	0
m.10765	227	1.66666666666667	2	0	2	2	0	0
m.10767	590	0.333333333333333	0.5	0	1	0.5	0	0
m.10786	695	0	0	1.5	0	0	0.5	0.5
m.10807	572	28.6666666666667	27.5	19	31.5	15	21	14.5
m.10812	189	5.66666666666667	4.5	3.5	4	3.5	0.5	0.5
m.10816	192	0	0	2	0	0	0.5	0
m.10817	422	1	1.5	0	1	0.5	0	0
m.10818	372	1.66666666666667	4	2	1	0	2	1
m.10820	447	0	0	0	0	0	0.5	0
m.10831	206	4	4	0	3.5	2.5	0	0
m.10852	208	1	1	1.5	2	0.5	2	1
m.10862	241	0	0.5	0	0.5	0	0	0
m.10878	258	0	0	1	0	0	1	0
m.10883	471	10.3333333333333	13	9.5	7.5	3.5	3.5	2.5
m.10886	397	0	0	0.5	0	0	0	0
m.1089	117	5.66666666666667	7	5	7.5	3.5	1.5	4.5
m.10893	298	21	21.5	10.5	20	12.5	7	11.5
m.10901	228	0	0	1	0	0	0	0
m.10905	398	5	5	4.5	4.5	3	2	1.5
m.10914	217	4.66666666666667	6.5	3.5	5	3.5	1.5	3
m.10919	208	0	0	0	0.5	0.5	0	0
m.10920	962	0	0.5	0	1	0	0	0
m.10928	723	14.6666666666667	4.5	0	6.5	4	0	0
m.10938	346	3.66666666666667	5	1.5	5	1.5	1	0
m.10944	532	0.666666666666667	2.5	0	0.5	0.5	0	0
m.10974	566	7.66666666666667	11.5	8	7.5	1	5	2
m.10984	437	0	0	0.5	0	0	0	0
m.10998	251	0.666666666666667	1	0	0.5	0	0	0
m.110	1165	43.6666666666667	56	36	40.5	30.5	23	27
m.1100	513	2	3	4.5	2	0.5	5	1
m.1103	1107	0.666666666666667	3	0.5	0.5	0	0	0
m.11035	299	0	0.5	2	2.5	1	0	0
m.11041	876	0	0	1	0	0	0	0
m.11045	121	2	1	1	2.5	1	2	0.5
m.11093	943	0.333333333333333	0	0	0	0	0	0
m.11100	1144	6	6.5	9.5	5.5	4	1	3.5
m.11107	150	7.66666666666667	10	13	9.5	0	11	6
m.11115	300	3.33333333333333	3.5	0	2	3	0	0
m.11137	540	1	0.5	0	0	0	0	0
m.11149	227	9.33333333333333	11	5	9	3.5	5.5	2.5
m.11152	593	1	0.5	1	1	0	1	1
m.11167	387	0.666666666666667	0	0	1	0.5	0	0
m.11180	213	0.333333333333333	1	1.5	1	0	0.5	0.5
m.11210	170	0.666666666666667	1.5	0	2	0	0	0
m.11219	223	0	0	0	0	0	0	1
m.11249	809	0	0	0.5	0	0	0	1
m.1126	148	2.66666666666667	3	0.5	5	2.5	1	1
m.11265	213	3	3	2.5	2	1	2.5	3.5
m.11277	156	0.333333333333333	0.5	0	1	0	0	0
m.11289	232	1	2.5	0	0	1	0	0
m.11298	283	1.66666666666667	2	0	1	0	0	0
m.113	378	56.6666666666667	59.5	32	42	27.5	55	33
m.1130	383	0	0	1	0	0	0	0
m.11307	740	0.333333333333333	1	0.5	0.5	0	0	0
m.11313	319	0.333333333333333	0.5	0	0	0	0	0
m.11319	252	0.666666666666667	1	0	0.5	0	0	0
m.1133	280	3.66666666666667	3.5	2	0	0.5	1.5	1.5
m.11340	155	2	3	2	2	1	0	1
m.1135	538	15.3333333333333	15.5	0	8.5	4	0	0
m.11354	351	4.33333333333333	6.5	5.5	2.5	1.5	5	5
m.11369	202	4	4.5	2	2.5	2	0.5	2
m.11382	877	1	1.5	0	1	0	0	0
m.11405	546	0	0	1	0	0	0	0.5
m.1141	910	0.666666666666667	0.5	1	1.5	0	0	1
m.11430	456	6.66666666666667	3.5	0	0.5	1	0	0
m.11436	297	0	0	0.5	0	0	0	0.5
m.11443	1087	0	0	1	0	0	0.5	0.5
m.1145	390	0	0.5	0	0	0	0	0
m.11458	213	3.66666666666667	4	6	2.5	2.5	8	4
m.11472	334	2	2.5	1.5	3	0	1	1
m.11482	410	1	0	0	0	0	0	0
m.1149	736	1	1	1.5	1	1	1.5	1.5
m.115	216	10.3333333333333	11	3.5	9	2.5	1.5	1
m.1152	2284	0.666666666666667	0	0	0.5	0	0	0
m.11523	224	0	0	1	0	0	0	0
m.11536	523	0	0	0	0	0	0.5	0
m.11543	385	12.3333333333333	10	7.5	9	6	3.5	3.5
m.11553	214	8.66666666666667	7	7.5	8.5	2.5	4	7.5
m.11555	111	1.66666666666667	3	0	1	0.5	0	0
m.11561	392	0	0	0	1	0	0	0
m.1157	147	2.33333333333333	2.5	1	3	2.5	0	0.5
m.1159	503	0	1	0	0.5	0	0	0
m.11603	537	2.66666666666667	2	0	1	0	0	0
m.1163	121	2	2.5	3	3	2.5	2.5	0.5
m.11636	357	2.66666666666667	3	0	1	0	0	1.5
m.11654	271	0	0	0.5	0	0	1.5	0
m.1168	430	0.333333333333333	0	2	0	0	0.5	0
m.11687	197	0	0	0	0	0.5	0	0
m.11700	147	1.33333333333333	3	1.5	5	2.5	1	2.5
m.11721	335	1.33333333333333	1.5	1	0.5	0	1	0
m.11724	829	7.33333333333333	6.5	3	6	3	2.5	4
