PROTID	PROTLEN	0	0	0	1	1	1	1
m.11340	155	2	2	3	4	3	3	3
m.25826	146	10	12	12	13	13	14	13
m.25869	277	1	1	3	2	1	2	2
m.25878	131	0	0	0	0	0	0	1
m.25930	109	1	2	2	1	1	2	2
m.25949	781	0	1	1	1	1	1	2
m.2600	343	2	2	4	3	3	4	5
m.26006	448	48	45	55	54	54	58	60
m.26013	535	1	1	1	0	0	0	0
m.1135	538	9	9	10	10	9	8	9
m.26080	182	1	2	0	0	0	1	1
m.2609	814	0	1	3	0	0	1	1
m.26093	209	1	1	2	1	1	1	1
m.2611	732	2	0	4	6	5	6	6
m.26158	399	3	2	6	3	3	4	3
m.26179	500	0	0	0	0	0	0	1
m.26235	513	1	0	2	1	2	2	1
m.26261	222	1	0	0	1	0	0	0
m.11354	351	3	2	4	3	1	4	4
m.26336	389	2	2	1	1	3	2	2
m.26339	197	1	0	2	2	1	1	1
m.26379	171	0	1	1	3	2	3	2
m.26409	122	1	1	1	0	1	1	2
m.26466	184	1	0	0	3	0	1	0
m.26519	179	0	0	0	0	0	1	0
m.2655	450	2	3	3	2	2	2	3
m.266	1469	0	1	6	2	4	4	2
m.26602	100	0	0	1	0	1	1	1
m.11369	202	1	1	3	3	3	4	2
m.26650	151	0	0	0	1	0	2	1
m.26683	335	1	1	1	1	1	1	1
m.267	1212	0	0	1	1	1	0	0
m.26709	377	0	0	1	1	1	0	0
m.26727	287	1	0	0	0	0	0	0
m.26751	180	2	1	4	2	3	1	1
m.2677	291	1	4	6	2	1	3	1
m.26788	760	3	2	3	3	2	0	2
m.26871	106	1	2	2	1	2	1	1
m.26880	126	6	4	6	5	5	5	3
m.11382	877	0	0	1	0	0	0	0
m.26907	311	9	7	9	9	8	12	10
m.26926	313	4	3	6	6	5	5	5
m.26933	140	5	4	5	4	5	4	3
m.26940	335	3	2	3	5	4	5	3
m.26970	515	0	0	0	1	0	0	1
m.26981	281	2	3	1	2	3	6	4
m.2705	268	7	10	9	7	10	10	10
m.27078	180	7	8	8	8	7	9	7
m.27110	419	0	0	1	1	0	1	1
m.1141	910	0	1	2	0	0	0	0
m.27111	329	1	0	0	1	2	3	2
m.27125	414	0	1	1	0	1	1	1
m.2715	610	20	17	24	20	18	24	22
m.27183	206	0	0	1	0	1	0	0
m.27197	142	2	4	3	3	3	3	3
m.27204	360	0	0	0	0	1	0	0
m.2723	969	0	0	0	1	0	1	1
m.27234	308	14	13	10	13	10	13	13
m.11430	456	1	2	0	1	1	1	1
m.27366	279	1	1	2	1	1	1	1
m.2737	226	1	0	1	1	0	1	1
m.27407	217	1	0	1	1	0	0	0
m.27472	139	0	0	0	1	0	0	0
m.27519	235	4	3	4	4	4	4	3
m.27586	330	3	1	5	2	0	4	4
