PROTID	PROTLEN	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
m.1	362	0	0	1	3	1	1	0	0	0	0	1	1	0	0	1	2
m.1000	214	13	10	20	11	9	9	12	8	16	15	18	9	14	15	10	11
m.10007	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m.10009	206	1	3	2	3	2	2	1	1	2	2	2	2	2	1	2	0
m.10012	278	0	2	1	0	2	1	2	0	0	1	1	3	2	0	2	1
m.10015	205	3	4	4	5	3	4	5	3	5	2	3	3	5	3	5	3
m.1002	498	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0
m.10038	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
m.1005	498	3	0	7	4	1	2	6	6	4	7	3	1	2	2	4	4
m.1007	159	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
m.10080	526	6	5	14	4	5	6	8	6	17	5	14	4	6	7	9	13
m.10093	673	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
m.10096	224	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
m.10101	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m.10111	222	0	2	2	3	2	3	1	3	2	3	3	3	1	0	0	2
m.1013	969	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
m.10132	182	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
m.10135	467	0	0	1	0	2	3	1	3	2	0	1	3	1	4	1	0
m.10138	474	0	0	2	0	1	0	1	1	0	0	1	1	1	1	0	1
m.10139	271	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
m.10145	179	1	0	0	0	1	1	1	0	0	1	1	0	1	2	0	0
m.10146	361	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0
m.10168	220	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1
m.10182	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m.10183	616	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
m.10194	572	11	6	11	13	12	11	9	12	10	10	11	14	11	9	10	9
m.10196	145	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	2
m.10199	219	5	4	6	5	8	5	4	5	4	6	5	6	7	3	5	7
m.1020	1917	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
m.1024	399	2	4	2	2	2	1	2	2	1	2	2	1	2	1	2	0
m.10254	141	0	1	3	3	3	2	3	3	1	1	1	0	1	1	1	3
m.1026	324	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0
m.10265	194	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
m.1027	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m.10289	705	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1
m.10304	278	0	2	1	4	2	1	0	3	0	1	0	0	0	0	0	1
m.10324	680	0	0	1	1	2	0	0	0	0	1	1	3	0	0	2	3
m.10327	1122	0	0	0	0	0	0	0	1	1	0	0	1	1	0	2	0
m.10342	512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m.10346	250	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
m.10353	112	1	1	1	0	0	1	1	0	1	2	0	0	1	1	0	1
m.10358	855	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
m.1036	1192	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
m.10365	413	1	5	0	2	0	1	0	0	0	0	1	1	1	1	1	2
