PROTID	PROTLEN	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
m.1	362	2	2	2	2	2	2	2	0	2	2	1	2	2	2	2	1
m.1000	214	15	17	19	21	14	18	19	14	20	19	18	20	18	22	23	16
m.10009	206	7	4	6	4	5	8	4	4	3	3	2	1	4	4	4	2
m.10012	278	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
m.10015	205	7	6	7	5	8	7	6	4	6	9	7	7	6	7	6	5
m.10041	171	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
m.1005	498	5	6	8	6	4	2	6	8	5	5	6	5	6	4	6	5
m.10054	107	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
m.1007	159	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
m.10080	526	9	12	11	11	7	7	13	10	9	11	8	10	13	10	7	6
m.10101	187	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1
m.10111	222	3	3	1	3	3	3	3	0	2	3	1	2	3	2	3	1
m.10119	416	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
m.1013	969	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0
m.10132	182	0	1	2	0	0	0	1	0	0	0	1	0	0	0	0	1
m.10135	467	6	10	9	9	5	8	9	3	8	9	3	11	8	6	8	1
m.10138	474	2	2	0	2	2	2	3	1	1	2	1	1	4	1	2	2
m.10139	271	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0
m.10164	157	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	0
m.10182	249	0	1	0	2	0	0	0	0	1	1	0	1	0	0	2	0
m.10194	572	10	16	14	16	10	10	19	15	20	16	14	18	18	18	13	16
m.10196	145	0	0	1	0	1	1	0	1	0	1	0	0	0	1	0	0
m.10199	219	5	4	5	5	6	6	7	6	4	5	7	7	3	3	7	7
m.10205	893	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
m.10239	279	0	0	0	1	0	0	1	1	0	1	0	1	1	0	1	0
m.10260	232	0	1	2	2	1	1	2	2	1	1	1	2	1	1	2	1
m.10264	203	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
m.10289	705	0	0	1	0	1	2	1	1	0	1	0	0	2	0	1	1
m.10304	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
m.10324	680	0	0	2	0	0	0	1	2	1	2	0	3	1	1	2	1
m.10327	1122	4	5	4	3	6	4	5	5	6	4	4	5	3	4	4	3
m.10342	512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
m.10346	250	1	0	0	0	1	0	0	0	1	0	2	0	1	0	1	2
m.10353	112	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
m.1036	1192	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1
m.10378	725	3	4	2	2	5	3	3	2	2	2	3	3	2	2	1	2
m.1038	113	6	6	6	7	6	6	7	5	5	6	4	6	6	6	6	6
m.10387	484	3	2	5	2	3	3	2	3	3	5	8	3	4	4	3	3
m.104	1674	15	31	27	38	18	14	35	17	34	33	35	30	29	32	32	29
m.1041	396	1	1	1	1	1	1	1	0	1	1	2	1	1	1	1	2
m.1042	331	1	0	1	3	1	0	2	1	3	1	2	1	3	3	2	2
m.1044	836	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
m.10463	220	1	1	2	1	0	2	2	0	3	1	2	4	2	2	1	0
m.10468	320	5	7	5	5	4	5	6	6	7	5	7	7	5	7	5	7
m.10472	547	1	2	3	4	2	3	3	3	5	4	5	4	2	5	4	2
m.10496	298	8	6	8	6	8	7	6	6	10	4	12	12	5	10	5	9
m.10498	209	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
m.10499	214	0	0	1	0	0	1	1	2	1	2	0	1	2	2	3	0
m.1054	285	6	6	9	8	5	7	7	5	7	5	4	7	4	6	9	5
m.10547	1648	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
m.10557	131	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1
m.10558	176	3	3	5	4	1	2	4	2	2	4	2	3	4	3	4	2
m.10560	427	6	3	6	5	6	4	2	3	10	9	7	7	10	7	9	6
m.10575	652	3	0	2	0	2	2	0	1	0	1	0	0	2	1	0	0
m.10580	205	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
m.10586	414	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0
m.1060	147	1	1	1	3	1	1	2	2	0	1	1	0	1	0	1	1
m.10603	487	1	2	1	2	2	2	1	1	2	1	0	1	2	1	1	0
m.10605	698	2	1	1	1	1	2	1	1	1	2	2	2	1	1	4	0
m.10621	420	1	2	0	3	1	1	3	2	1	2	4	1	2	2	1	5
m.10638	702	1	0	0	1	0	0	0	0	0	1	1	0	1	0	1	1
m.10645	257	1	1	1	0	0	0	1	0	0	1	0	0	0	0	2	0
m.1069	424	4	5	7	5	5	5	5	3	5	7	5	4	3	3	5	4
m.10693	451	1	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0
m.107	99	4	8	6	7	5	5	9	8	8	7	8	8	8	8	7	8
m.10713	218	10	10	10	9	9	11	7	9	13	10	12	11	10	11	10	11
m.10714	429	6	5	8	4	4	4	5	7	4	6	5	2	3	4	6	6
m.10723	443	0	1	1	0	0	0	0	2	0	0	0	1	1	0	1	2
m.10726	1630	4	3	4	4	3	3	3	3	4	6	2	2	8	5	6	3
m.1073	371	2	3	1	1	1	2	3	3	1	1	2	2	2	1	2	0
m.1074	292	1	2	2	2	1	2	2	1	3	3	3	3	2	3	3	1
m.10744	282	3	4	5	3	5	4	3	3	6	3	5	5	4	7	3	6
m.10807	572	15	16	21	18	16	13	17	19	19	16	17	11	19	21	20	15
m.10812	189	2	1	0	0	1	1	2	0	2	0	1	2	1	1	0	1
m.10816	192	3	2	2	2	2	2	2	1	3	4	2	2	3	3	3	2
m.10818	372	2	0	1	1	3	1	0	2	0	2	0	1	2	1	1	1
m.10831	206	0	0	0	0	0	1	0	1	1	1	3	1	1	1	1	3
m.10852	208	0	1	0	1	1	0	1	1	1	3	0	1	1	0	1	1
m.10862	241	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
m.10878	258	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
m.10883	471	12	10	9	11	11	10	10	9	16	14	10	13	13	15	14	11
m.1089	117	8	9	8	9	9	9	10	8	9	7	7	6	8	8	8	8
m.10893	298	10	19	14	20	12	10	17	14	18	14	8	16	12	19	11	5
m.10901	228	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0
m.10905	398	2	4	3	1	0	1	2	3	5	5	3	1	4	2	3	2
m.10909	251	1	0	2	0	1	1	0	2	0	0	0	0	1	0	0	0
m.10914	217	5	4	3	4	4	4	2	2	4	4	3	3	2	4	3	5
m.10928	723	2	1	2	3	3	3	1	2	2	2	2	1	1	2	2	1
m.10938	346	1	2	3	3	1	1	2	4	5	3	2	5	4	6	3	3
m.10939	1302	2	2	1	2	1	1	3	1	1	2	2	3	2	2	2	2
m.10942	329	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
m.10944	532	0	1	0	0	0	0	1	2	0	0	0	0	1	1	1	0
m.10974	566	3	3	2	4	3	3	3	1	3	3	2	3	5	3	3	2
m.110	1165	27	46	47	53	25	29	48	39	35	44	38	38	45	39	40	35
m.1100	513	3	2	4	1	3	1	3	2	3	2	3	3	2	4	2	4
m.11021	150	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0
m.1103	1107	0	2	0	1	0	0	1	0	1	0	0	0	0	1	0	0
m.11035	299	2	2	2	3	2	2	3	2	1	1	0	3	1	0	2	0
m.11041	876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
m.11045	121	1	2	1	2	1	1	2	1	2	1	0	2	0	3	1	1
m.11092	1439	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
m.11100	1144	6	9	10	9	7	8	8	6	9	12	6	6	6	7	13	7
m.11107	150	6	9	8	7	9	6	9	7	9	7	8	8	8	7	8	6
m.11115	300	0	0	2	0	1	2	0	0	0	0	3	0	1	0	0	2
m.11137	540	0	1	0	1	0	1	1	2	1	1	1	0	0	0	0	1
m.11149	227	6	6	4	5	4	7	8	4	8	6	5	7	5	7	6	6
m.11152	593	1	0	1	0	1	1	0	1	0	1	0	1	0	0	2	1
m.1116	106	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
m.11167	387	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
m.1126	148	2	3	2	2	2	1	2	2	2	2	2	4	3	5	2	3
m.11265	213	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1
m.11298	283	1	1	1	0	1	0	2	0	0	1	2	0	0	0	1	0
m.113	378	14	41	29	33	17	16	37	27	37	23	30	40	25	37	24	27
m.11313	319	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
m.1133	280	0	2	2	1	2	1	1	3	1	2	2	1	1	2	2	1
m.11340	155	2	0	3	1	2	3	2	2	1	1	2	1	2	2	1	2
m.11346	282	0	1	0	1	0	0	1	1	1	1	2	0	1	1	1	1
m.1135	538	3	2	8	4	3	4	3	4	5	5	9	4	4	5	5	7
m.11354	351	8	9	9	7	7	9	10	9	9	11	8	9	8	11	11	8
m.11405	546	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0
m.1141	910	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0
m.11430	456	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
m.11436	297	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0
m.11443	1087	2	1	0	2	2	1	2	0	1	2	0	2	2	2	2	0
m.1145	390	0	1	1	1	0	0	1	1	1	0	1	1	0	1	0	0
m.11458	213	2	4	4	2	2	1	3	5	3	2	3	3	3	1	3	3
m.11472	334	2	3	3	3	2	2	5	4	4	5	2	1	4	4	5	3
m.11482	410	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0
m.1149	736	0	2	2	0	2	0	1	1	3	2	0	2	2	2	2	0
m.115	216	4	5	5	6	4	3	4	4	6	5	6	5	6	7	4	7
m.1152	2284	1	1	1	1	5	3	0	1	0	0	4	0	0	0	0	0
m.11523	224	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0
m.11536	523	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	2
m.11543	385	5	2	4	3	6	5	4	4	4	4	6	5	7	5	5	6
m.11553	214	8	6	9	9	7	8	7	6	13	7	6	11	10	16	11	6
m.11561	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
m.1157	147	2	1	2	2	2	2	2	1	2	2	2	3	3	3	3	2
m.11575	150	1	2	3	2	0	2	3	1	1	1	2	2	2	1	0	0
m.11603	537	0	2	2	2	0	0	2	1	1	1	2	2	0	1	1	2
m.1163	121	2	2	4	2	2	2	3	3	2	4	2	3	3	3	5	2
m.1164	164	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0
m.11654	271	1	1	1	1	1	1	0	1	0	1	0	0	1	0	1	0
m.1168	430	0	0	1	0	0	1	0	1	1	0	1	0	1	1	0	0
m.11683	186	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
m.11687	197	1	2	1	0	1	1	1	0	0	1	0	1	1	0	1	0
m.11700	147	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
m.11724	829	2	2	4	5	3	4	1	1	1	3	1	1	3	3	4	1
